candidate_pair,alpha,candidate,scope,count,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_per_600,worst_count_le_-0.20,worst_per_600,intervention_rate
A0_FullUDP,0.0,A0,all,600,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,
A0_FullUDP,1.0,FullUDP,all,600,0.06200496355692545,0.6855227915445964,-0.6864959208170572,-0.0003103939692179362,0.53,0.53,40.0092191696167,90,90.0,252,252.0,1.0
A0_FullUDP,oracle_endpoint,A0_or_FullUDP,all,600,0.7416947523752848,1.1109101994832358,0.39711181640625,0.00022958377997080485,0.53,1.0,40.0092191696167,0,0.0,0,0.0,0.53
A0_FullUDP,0.0,A0,val_hard,300,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,
A0_FullUDP,1.0,FullUDP,val_hard,300,0.42602890650431313,0.6211632537841797,0.2674918619791667,-0.00027603129545847576,0.61,0.61,36.437724113464355,33,66.0,104,208.0,1.0
A0_FullUDP,oracle_endpoint,A0_or_FullUDP,val_hard,300,0.9228224754333496,1.0703271230061848,0.8672982279459636,0.0003388172388076782,0.61,1.0,36.437724113464355,0,0.0,0,0.0,0.61
A0_FullUDP,0.0,A0,val_regular,300,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,
A0_FullUDP,1.0,FullUDP,val_regular,300,-0.30201897939046224,0.5355801900227865,-0.7968525695800781,-0.00034475664297739663,0.45,0.45,42.45430278778076,46,92.0,148,296.0,1.0
A0_FullUDP,oracle_endpoint,A0_or_FullUDP,val_regular,300,0.56056702931722,0.9372602844238281,0.3242756652832031,0.00012035032113393148,0.45,1.0,42.45430278778076,0,0.0,0,0.0,0.45
